statuses_count,followers_count,friends_count,favourites_count,listed_count,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,screen_name_likelihood,target
947,141,50,567,1,0,0,0.008618544865179953,0.0012832257930204577,0.000455044607454063,0.0051602058485290744,9.100892149081259e-06,2.82,12,0,12,0,0,0.09743395113966301,0
7602,2605,2580,63,1,1,0,0.0638648339406504,0.0218847530143902,0.02167472659390661,0.0005292665796186498,8.401056819343646e-06,1.0096899224806202,6,0,16,0,15,0.2,0
22251,347,433,495,3,1,0,0.18061989696749622,0.0028167320231774384,0.003514826991457726,0.0040181047592877,2.4352150056289094e-05,0.8013856812933026,13,0,8,0,65,0.08875342411999688,0
49,33,295,1611,0,1,0,0.0005713186235931636,0.00038476560364437545,0.0034395713053057804,0.018783557196093602,0.0,0.11186440677966102,12,0,14,0,106,0.09090909090909091,0
4242,1582,1500,2675,2,1,0,0.044074263957237715,0.016436936723326277,0.015584958966491412,0.027793176823576352,2.0779945288655215e-05,1.0546666666666666,12,0,17,0,110,0.09090909090909091,0
7686,113,255,128,4,1,0,0.0689579444164516,0.0010138235387794731,0.002287831879546599,0.0011484018846351553,3.5887558894848604e-05,0.44313725490196076,8,1,7,0,63,0.14285714285714288,0
34655,999,908,928,4,1,0,0.34898092746698367,0.01006007636818689,0.009143693035349046,0.009345095965643077,4.028058605880637e-05,1.1002202643171806,13,0,5,0,21,0.08333333333333334,0
1727,266,386,5055,2,1,0,0.01744475555237455,0.0026869166050559534,0.0038990594344045035,0.05106151668630768,2.0202380489142506e-05,0.689119170984456,15,0,13,0,150,0.08017586059352665,0
1249,139,466,38,0,1,0,0.012322574211075304,0.0013713673461484925,0.004597533692843148,0.00037490618096145843,0.0,0.2982832618025751,12,2,18,1,43,0.09090909090909091,0
2203,490,673,1228,1,1,0,0.021692328893057916,0.004824893852745519,0.006626844005913744,0.01209177479830918,9.846722148460244e-06,0.7280832095096582,12,0,12,0,115,0.09090909090909091,0
807,38,288,7,1,1,0,0.008126124773692166,0.0003826428022308579,0.0029000296590128176,7.048683198989488e-05,1.006954742712784e-05,0.13194444444444445,8,0,12,0,29,0.14285714285714288,0
10304,127,225,216,2,0,0,0.08064292505914046,0.0009939490957405705,0.0017609334373356563,0.00169049609984223,1.5652741665205835e-05,0.5644444444444444,10,0,7,0,58,0.11111111111111112,0
3012,88,94,1256,0,1,0,0.039635100763650094,0.001157997631872911,0.0012369520158642458,0.016527784382186095,0.0,0.9361702127659575,9,0,14,0,24,0.125,0
2795,64,221,97,1,1,0,0.02706347600316387,0.0006197003449740564,0.0021399027537385385,0.0009392333353513043,9.682817890219632e-06,0.2895927601809955,8,0,12,0,60,0.14285714285714288,0
20027,1497,2004,32479,3,1,0,0.2075836231132824,0.015516686663034091,0.020771837055925398,0.336650945977745,3.109556445497814e-05,0.7470059880239521,10,0,8,0,123,0.11111111111111112,0
18657,449,302,5993,2,1,0,0.18143018712121362,0.004366305087496645,0.0029368020855768083,0.0582789897313305,1.9449020434283497e-05,1.4867549668874172,13,0,15,0,0,0.08333333333333334,0
9747,384,489,6313,2,1,0,0.10710394741009746,0.0042195460967966985,0.005373328232639547,0.06936977736738947,2.1976802587482806e-05,0.7852760736196319,13,0,14,0,31,0.10190371208282098,0
531,26,24,5,0,1,0,0.0062619026637939345,0.00030660916997861073,0.0002830238492110253,5.89633019189636e-05,0.0,1.0833333333333333,8,0,13,0,10,0.14285714285714288,0
1448,93,500,372,0,1,0,0.01504769107443554,0.0009664608217696859,0.005196025923492935,0.0038658432870787435,0.0,0.186,13,1,15,0,105,0.08875342411999688,0
23508,276,152,409,2,1,0,0.191338397380171,0.00224644366500456,0.001237171873480772,0.0033289690543002355,1.627857728264174e-05,1.8157894736842106,13,0,14,0,10,0.08333333333333334,0
29129,354,243,11995,1,1,0,0.29898644938272007,0.003633533697740496,0.0024942053348896626,0.12311931272428601,1.0264219485142645e-05,1.4567901234567902,9,0,12,0,65,0.125,0
559,236,207,402,1,0,0,0.006350118818283657,0.002680908839203834,0.0023514751259118374,0.00456663285322009,1.1359783216965398e-05,1.1400966183574879,9,2,12,0,12,0.125,0
9927,312,235,5340,5,1,0,0.11455241694310293,0.0036003177280395,0.0027117777759271874,0.06162082265298375,5.76973994878125e-05,1.327659574468085,13,0,8,0,28,0.08333333333333334,0
8507,306,377,12989,1,1,0,0.09490173102260929,0.0034136510747523737,0.0042057073698746564,0.1449016791175117,1.1155722466511025e-05,0.8116710875331565,9,4,6,0,70,0.125,0
1121,47,125,123,2,0,0,0.014520862906272197,0.0006088140558383526,0.0016191863187190229,0.0015932793376195185,2.5906981099504365e-05,0.376,7,1,18,0,69,0.16666666666666669,0
6601,187,164,320,4,1,0,0.06369904517668133,0.0018045328659353748,0.0015825849733336977,0.003087970679675508,3.859963349594385e-05,1.1402439024390243,8,3,1,0,66,0.14285714285714288,0
15,2,32,100,0,1,0,0.00020036713121031568,2.6715617494708758e-05,0.00042744987991534013,0.001335780874735438,0.0,0.0625,15,2,17,0,0,0.07142857142857144,0
3287,2035,1957,95,0,1,0,0.04320716647444616,0.026749797315332502,0.025724497958774302,0.001248762036833704,0.0,1.0398569238630557,7,3,9,0,75,0.16666666666666669,0
17147,588,1646,10524,1,1,0,0.18348813982152237,0.006292122599583318,0.017613662923323368,0.11261615346601163,1.070088877480156e-05,0.3572296476306197,9,2,4,0,38,0.125,0
8316,2844,326,943,24,1,0,0.08464764425636571,0.028948761455640223,0.0033183179446338654,0.009598692704876488,0.00024429334561721706,8.723926380368098,10,0,11,0,152,0.11111111111111112,0
1432,108,105,3786,5,1,0,0.017722018567479035,0.001336576819335011,0.001299449685464594,0.04685444294446622,6.187855645069495e-05,1.0285714285714285,10,0,6,0,66,0.12116752585169528,0
32143,574,631,31826,2,0,0,0.4030063816065473,0.007196766420127497,0.007911427893903224,0.39903186077870684,2.507584118511323e-05,0.9096671949286846,10,0,2,0,0,0.13544596157827504,0
3030,248,352,1399,1,0,0,0.03800483427902819,0.003110626700065674,0.004415083058157731,0.01754744658625757,1.2542849597039007e-05,0.7045454545454546,7,0,4,0,13,0.16666666666666669,0
21351,411,375,9746,3,1,0,0.2718056726433296,0.005232173268531145,0.004773880719462723,0.12406997731168987,3.8191045755701786e-05,1.096,13,0,15,0,52,0.08333333333333334,0
6356,356,818,31,6,1,0,0.0532972229523162,0.002985181147108963,0.0068592083661099205,0.0002599455493269041,5.031204180520724e-05,0.4352078239608802,12,0,12,0,109,0.11789450496827361,0
6715,152,339,728,2,1,0,0.06527850885156085,0.0014776371326042069,0.003295519657584382,0.007077104161420148,1.9442593850055354e-05,0.44837758112094395,15,0,3,0,87,0.07142857142857144,0
2045,252,438,378,4,1,0,0.016528148605630313,0.002036720512772048,0.0035400142245799885,0.0030550807691580723,3.232889702812775e-05,0.5753424657534246,12,0,11,0,129,0.09090909090909091,0
19472,2280,801,2,108,1,0,0.17868717508355147,0.020922697164672214,0.007350473872325633,1.835324312690545e-05,0.0009910751288528944,2.846441947565543,15,0,10,0,121,0.07142857142857144,0
109,122,229,211,0,1,0,0.0014968595360515147,0.0016753840678741725,0.003144778291337586,0.0028975904780446753,0.0,0.5327510917030568,12,0,5,0,0,0.09090909090909091,0
14898,502,653,4535,5,1,0,0.14304586964693086,0.0048200447417612625,0.006269898837390646,0.043543631282644074,4.800841376256237e-05,0.7687595712098009,8,0,8,0,160,0.14285714285714288,0
92,16,107,28,0,1,0,0.001133201212747011,0.00019707847178208887,0.0013179622800427193,0.0003448873256186555,0.0,0.14953271028037382,7,1,7,0,28,0.16666666666666669,0
3298,460,480,1898,4,1,0,0.03939352355249978,0.0054945484639629776,0.0057334418754396285,0.022670984749134197,4.7778682295330236e-05,0.9583333333333334,11,0,7,0,15,0.09999999999999999,0
157,20,82,254,1,1,0,0.0021708989247666683,0.000276547633728238,0.0011338452982857757,0.0035121549483486223,1.38273816864119e-05,0.24390243902439024,10,4,6,0,57,0.11111111111111112,0
8763,660,157,581,22,0,0,0.08537942168651926,0.006430493930514973,0.0015296781016528043,0.005660783293377575,0.00021434979768383244,4.203821656050955,15,0,11,0,96,0.07534043403440333,0
8435,131,78,3012,0,1,0,0.08744196765056676,0.0013580198888232657,0.0008085919948718682,0.031224090878898294,0.0,1.6794871794871795,15,0,12,0,26,0.08629210317174622,0
328,193,378,50,4,0,0,0.0033351394906274896,0.00196244488320459,0.003843544900784119,0.0005084054101566295,4.067243281253036e-05,0.5105820105820106,10,0,15,0,77,0.11111111111111112,0
20368,510,655,5788,2,1,0,0.20340887969440333,0.005093211343487122,0.006541281235262872,0.05780295540412443,1.9973377817596558e-05,0.7786259541984732,10,0,15,0,24,0.11111111111111112,0
4908,299,261,3074,0,1,0,0.05383943490995971,0.003279949274262012,0.0028630995337203514,0.03372095006381747,0.0,1.1455938697318007,11,0,11,0,15,0.10800597388923064,0
1479,314,188,1603,3,1,0,0.016045709695646303,0.003406594215302866,0.0020396169187163657,0.017390988939906035,3.254707849015477e-05,1.6702127659574468,11,0,3,0,46,0.09999999999999999,0
541,32,164,364,1,1,0,0.0053163799374670775,0.00031446239925868113,0.0016116197962007407,0.0035770097915674977,9.826949976833785e-06,0.1951219512195122,10,0,10,0,24,0.11111111111111112,0
1765,139,300,823,0,1,0,0.01761235749970161,0.001387035519806529,0.0029936018413090557,0.008212447717991176,0.0,0.4633333333333333,14,0,5,0,0,0.07692307692307691,0
434,123,164,655,0,1,0,0.0052985674418800244,0.0015016677312240621,0.002002223641632083,0.007996685885786673,0.0,0.75,13,2,8,0,0,0.08875342411999688,0
1251,248,274,17,17,1,0,0.011282841009745926,0.002236726275313341,0.002471221771918772,0.00015332397854970483,0.00015332397854970483,0.9051094890510949,13,0,12,0,59,0.09572486291641957,0
26709,483,539,2646,29,1,0,0.2303928623326858,0.004166376596154377,0.004649434752230247,0.022824497874584845,0.00025015511653928967,0.8961038961038961,12,0,13,0,78,0.09090909090909091,0
372,76,36,26,6,1,0,0.0032361115953075423,0.0006611410786112183,0.00031317208986847184,0.00022617984268278522,5.219534831141197e-05,2.111111111111111,13,0,17,0,32,0.08875342411999688,0
82176,10241,340,32111,59,1,0,0.7753204968277569,0.09662258089969163,0.0032078583640167127,0.30296335272629604,0.0005566577749323119,30.120588235294118,9,0,7,0,17,0.125,0
22103,314,248,17569,3,1,0,0.244640221678153,0.003475411917248339,0.002744911323177032,0.19445704450361806,3.320457245778668e-05,1.2661290322580645,10,0,6,0,122,0.11111111111111112,0
76086,1120,340,3372,42,1,0,0.5755286689032859,0.008471888509997636,0.002571823297677854,0.0255064357640286,0.0003176958191249114,3.2941176470588234,8,0,8,0,105,0.14285714285714288,0
5378,335,362,5424,0,1,0,0.047849288561391395,0.0029805711543447596,0.003220796292157621,0.0482585610184059,0.0,0.925414364640884,11,3,4,0,91,0.09999999999999999,0
49634,752,201,22587,4,1,0,0.5958241650070645,0.009027275095404613,0.0024128753911919244,0.27114237045199996,4.80174207202373e-05,3.7412935323383083,14,1,6,0,1,0.07692307692307691,0
4351,169,121,205,1,1,0,0.05906202085706513,0.0022940660824739157,0.0016424970176292532,0.0027827428811074122,1.3574355517597133e-05,1.396694214876033,9,0,2,0,13,0.125,0
2383,155,80,1743,2,0,0,0.02848437524041204,0.0018527394722047277,0.0009562526308153434,0.020834354193889293,2.3906315770383583e-05,1.9375,13,0,9,0,71,0.08333333333333334,0
734,172,171,6859,0,1,0,0.007068388720612814,0.0016563526702253462,0.001646722712840315,0.06605187770392819,0.0,1.0058479532163742,9,0,4,0,12,0.125,0
3755,279,1078,6041,3,1,0,0.03712685818442116,0.002758560168696006,0.010658522802345144,0.05972925440534973,2.966193729780652e-05,0.2588126159554731,12,2,15,0,159,0.09090909090909091,0
409,71,66,3,4,1,0,0.003959308249797952,0.0006873126790602803,0.000638910377718007,2.9041380805363956e-05,3.872184107381861e-05,1.0757575757575757,7,0,19,0,159,0.16666666666666669,0
187,38,138,975,0,1,0,0.0018522407058223491,0.0003763911594719212,0.0013668942107138192,0.009657404749608505,0.0,0.2753623188405797,8,0,14,0,27,0.14285714285714288,0
6970,151,760,1429,1,1,0,0.05746397516937021,0.0012449153874569444,0.006265799301107799,0.011781351580635585,8.244472764615526e-06,0.1986842105263158,6,0,11,0,148,0.2,0
468,148,523,473,0,1,0,0.003943957109204256,0.0012472342994919443,0.004407456342123559,0.003986093403106011,0.0,0.2829827915869981,11,0,11,0,28,0.09999999999999999,0
23298,6534,5227,6794,10,1,0,0.2465505838150551,0.06914591444104945,0.05531461505714194,0.07189735884794765,0.0001058247848807001,1.2500478285823609,13,0,3,0,83,0.08333333333333334,0
3886,81,218,0,4,1,0,0.042888703284600635,0.0008939745151962562,0.0024060054853430107,0.0,4.41468896393213e-05,0.37155963302752293,9,1,13,0,0,0.125,0
20154,286,261,11126,4,1,0,0.20333322793155614,0.0028854472158591376,0.0026332228088784436,0.11224995008268798,4.0355905116911016e-05,1.0957854406130267,11,3,4,0,28,0.09999999999999999,0
2313,284,282,1613,0,1,0,0.029669639848348757,0.0036429648581630123,0.003617310176063273,0.020690501113439924,0.0,1.0070921985815602,9,0,4,0,12,0.125,0
32549,774,698,26037,0,1,0,0.33537271183485173,0.007975006266250122,0.007191930715558897,0.26827550149141405,0.0,1.1088825214899714,15,0,8,0,24,0.07142857142857144,0
2167,36,125,70,0,1,0,0.019394440781392602,0.00032219652428709444,0.0011187379315524112,0.0006264932416693503,0.0,0.288,11,0,8,3,18,0.09999999999999999,0
12043,824,241,35,7,0,0,0.10152223642283398,0.0069463026498725565,0.0020316249255088424,0.00029504926304070323,5.900985260814065e-05,3.4190871369294604,13,0,12,0,155,0.08875342411999688,0
439,62,71,83,0,0,0,0.0058965681063242415,0.0008327727166107129,0.0009536590786993648,0.0011148408948175672,0.0,0.8732394366197183,13,0,9,0,45,0.08875342411999688,0
1987,145,279,3565,2,1,0,0.01736853424583777,0.0012674572046534863,0.002438762483436708,0.03116196506613571,1.7482168340048084e-05,0.5197132616487455,9,2,13,0,104,0.13801118920922656,0
16838,1671,1668,5199,49,1,0,0.13631625598068547,0.013527999984779987,0.013503712731665481,0.04208980964743935,0.00039669180087026893,1.0017985611510791,11,3,19,0,138,0.09999999999999999,0
3651,151,550,56,2,1,0,0.029447762768306934,0.0012179162361036283,0.004436118740774805,0.00045167754451525287,1.6131340875544746e-05,0.27454545454545454,8,2,16,0,103,0.14285714285714288,0
6964,897,633,638,30,1,0,0.05458222223162754,0.007030478653327098,0.004961307678434841,0.0050004965226562855,0.00023513306532866546,1.4170616113744077,10,0,20,0,31,0.11111111111111112,0
3927,53,256,877,3,1,0,0.03200436555374926,0.00043194076250285476,0.0020863553811458647,0.007147397145566107,2.44494771228031e-05,0.20703125,11,0,10,0,129,0.12190136542044756,0
52525,1227,413,88,55,1,0,0.42465884330346726,0.009920159937807793,0.003339059538968719,0.000711470313388008,0.000444668945867505,2.970944309927361,9,0,4,0,147,0.125,0
338,59,70,55,0,1,0,0.003221426813195027,0.0005623200650251674,0.0006671593991824019,0.000524196670786173,0.0,0.8428571428571429,15,0,15,0,0,0.07534043403440333,0
35987,12875,392,1264,202,1,1,0.28693165967413803,0.10265498981033504,0.003125495612089424,0.01007812870836998,0.0016105870245971012,32.84438775510204,13,0,14,0,139,0.08333333333333334,0
341,26,16,44,0,1,0,0.004745577292828607,0.00036183287276699054,0.00022266638324122494,0.0006123325539133686,0.0,1.625,5,1,4,0,59,0.25,0
2111,382,645,1012,3,1,0,0.018744457668916886,0.003391938810765633,0.005727226526030977,0.00898597402223775,2.6638262911771985e-05,0.5922480620155038,9,0,3,0,23,0.125,0
466,206,414,532,2,1,0,0.006336682490619908,0.0028011944057246803,0.005629584873640863,0.007234152542939466,2.719606219150175e-05,0.4975845410628019,12,1,12,0,29,0.09090909090909091,0
194,82,220,1,0,1,0,0.001827349951432759,0.0007723850310179703,0.002072252522243335,9.419329646560614e-06,0.0,0.37272727272727274,14,0,13,0,151,0.07692307692307691,0
60,58,264,24,0,1,0,0.0005681683567645481,0.0005492294115390632,0.0024999407697640116,0.00022726734270581925,0.0,0.2196969696969697,11,2,13,0,158,0.09999999999999999,0
12022,6602,1162,8019,52,0,0,0.11421810599090924,0.06272400064481641,0.011039880149844996,0.07618657394286318,0.0004940393870842856,5.6815834767641995,11,0,13,0,110,0.09999999999999999,0
6773,1237,1189,3744,0,1,0,0.08240348652846054,0.015049920690344852,0.014465930235101074,0.04555125550901465,0.0,1.0403700588730025,10,3,12,0,0,0.11111111111111112,0
23246,1046,687,3825,2,1,0,0.2724135880818046,0.012257791152609809,0.008050767229295352,0.04482414068712478,2.3437459182810342e-05,1.522561863173217,15,0,7,0,10,0.07142857142857144,0
842,219,356,47,4,1,0,0.0068526608712383775,0.0017823429106902668,0.0028973245488846345,0.00038251194886960066,3.2554208414434094e-05,0.6151685393258427,7,0,11,0,0,0.16666666666666669,0
2831,887,1598,52,5,1,0,0.021604283936432045,0.0067689861715348725,0.01219485896517782,0.0003968289525589779,3.8156630053747875e-05,0.5550688360450563,8,0,8,0,53,0.14285714285714288,0
1952,154,234,3704,1,1,0,0.027206659282064685,0.0021464270130317426,0.003261454032788492,0.0516257510147375,1.3937837746959367e-05,0.6581196581196581,10,1,5,0,26,0.11111111111111112,0
6275,2008,1462,4046,0,1,0,0.08051096973011002,0.025763510313635208,0.0187580936646089,0.051911933629964165,0.0,1.3734610123119015,10,0,6,0,8,0.13544596157827504,0
8774,414,488,3678,6,1,0,0.08894638200276303,0.004196922971181205,0.004947097608542097,0.03728570697585622,6.082497059682906e-05,0.8483606557377049,14,0,3,0,46,0.07692307692307691,0
4614,384,320,68,0,1,0,0.04345990583498686,0.0036169492502459806,0.003014124375204984,0.000640501429731059,0.0,1.2,10,4,15,0,45,0.11111111111111112,0
3575,179,249,6348,2,1,0,0.04221405980229361,0.002113655022268687,0.0029402240253905204,0.07495800045453423,2.3616257232052372e-05,0.7188755020080321,6,0,14,0,20,0.2,0
3517,190,252,124,2,1,0,0.03393835731011408,0.0018334625785958701,0.0024317503674008384,0.0011965755776099363,1.929960609048284e-05,0.753968253968254,9,0,14,0,65,0.125,0
26594,2696,154,12554,36,1,0,0.342148990742603,0.034685781719262156,0.0019813094898985056,0.16151532036484312,0.00046316325737887147,17.506493506493506,11,0,5,0,141,0.09999999999999999,0
16808,978,126,106,8,1,0,0.2001164323048195,0.011644090361382288,0.0015001588809142824,0.0012620384236263012,9.524818291519253e-05,7.761904761904762,8,0,8,0,9,0.14285714285714288,0
1972,247,244,182,6,1,0,0.0161324758045586,0.0020206498599016098,0.001996107553910902,0.001488899896769607,4.9084611981415616e-05,1.0122950819672132,10,0,11,0,67,0.11111111111111112,0
44839,2162,792,9428,93,0,0,0.3191181773231093,0.015386906473662712,0.005636646589796886,0.06709886874823869,0.0006618789556200889,2.7297979797979797,6,2,18,0,136,0.2,0
3954,284,218,1205,6,1,0,0.03213466935031701,0.0023081047282473522,0.0017717141928095873,0.009793190836401618,4.876277594888772e-05,1.3027522935779816,7,0,15,0,160,0.16666666666666669,0
4414,57,71,112,0,1,0,0.043507806672908815,0.000561836198540055,0.0006998310543218228,0.001103958846254143,0.0,0.8028169014084507,10,0,6,0,58,0.13544596157827504,0
17511,4774,3822,1031,214,1,0,0.1386297109413644,0.03779442864679765,0.03025770973775882,0.00816213991094436,0.0016941784102251145,1.249084249084249,8,0,13,0,158,0.14285714285714288,0
79,31,61,232,0,1,0,0.0010039549187246248,0.00039395699342358693,0.0007752056967367355,0.002948323305621683,0.0,0.5081967213114754,14,1,3,0,27,0.08725480939965097,0
2612,177,442,3031,0,0,0,0.023576182023710295,0.001597620297931364,0.003989537693139338,0.02735811933915234,0.0,0.4004524886877828,15,0,6,0,89,0.08017586059352665,0
497,45,54,2,4,1,0,0.004039060222656559,0.0003657096781077367,0.000438851613729284,1.6253763471454963e-05,3.2507526942909926e-05,0.8333333333333334,9,0,9,0,44,0.125,0
50292,714,484,17795,2,1,0,0.5773342579038641,0.008196465842347867,0.0055561477138604595,0.2042802656366671,2.2959288073803552e-05,1.475206611570248,13,0,19,0,7,0.08333333333333334,0
5003,89,120,22,0,1,0,0.04494550997005594,0.0007995503472586406,0.001078045412034122,0.0001976416588729224,0.0,0.7416666666666667,11,0,12,0,51,0.09999999999999999,0
13849,2147,197,7573,5,1,0,0.1924826848821198,0.02984044511819707,0.002738038047640812,0.10525463012580644,6.949335146296476e-05,10.898477157360405,13,0,14,2,19,0.08333333333333334,0
13449,951,426,6801,1,1,0,0.17054044343452948,0.012059183709289727,0.005401905636337985,0.08624028223646628,1.2680529662765222e-05,2.232394366197183,11,3,7,0,15,0.09999999999999999,0
4,4,40,0,0,1,0,5.2212312740223097e-05,5.2212312740223097e-05,0.0005221231274022309,0.0,0.0,0.1,9,0,6,0,0,0.125,0
18871,365,322,3702,2,1,0,0.1921014980529829,0.0037155978373874603,0.00327786987298291,0.03768532381920103,2.0359440204862795e-05,1.1335403726708075,11,0,5,0,36,0.09999999999999999,0
9648,198,228,24,5,1,0,0.08516395409749968,0.0017477677146874933,0.002012581004791659,0.00021185063208333253,4.4135548350694275e-05,0.868421052631579,9,1,6,0,12,0.125,0
9782,262,265,13229,1,0,0,0.11154778034687643,0.002987683341942509,0.003021893456544904,0.15085520202502845,1.1403371534131715e-05,0.9886792452830189,14,0,16,0,40,0.07692307692307691,0
8236,346,1235,1744,10,1,0,0.05837419388432824,0.002452339859637879,0.008753294007666996,0.012360926922567806,7.087687455600806e-05,0.28016194331983807,6,0,6,0,40,0.23784142300054423,0
6423,87,55,842,0,1,0,0.06702248280994533,0.0009078243818255089,0.0005739119655218735,0.008786070453989409,0.0,1.5818181818181818,11,4,18,0,47,0.09999999999999999,0
16486,549,435,6850,1,1,0,0.17461548587064338,0.0058148672657396105,0.0046074084892472325,0.07255344402607711,1.0591743653441914e-05,1.2620689655172415,15,2,14,0,53,0.07142857142857144,0
107,12,41,10,0,1,0,0.001194036161347949,0.00013391059753434942,0.0004575278749090272,0.00011159216461195785,0.0,0.2926829268292683,14,0,7,0,0,0.08149716110456119,0
1389,140,332,35,0,1,0,0.011766807016815945,0.0011859992673536588,0.00281251254829582,0.0002964998168384147,0.0,0.42168674698795183,9,0,6,0,0,0.125,0
189,26,111,123,0,0,0,0.0026317063126221796,0.00036203367263585543,0.0015456052947146134,0.0017126977590080851,0.0,0.23423423423423423,11,0,11,0,89,0.13459001926323563,0
6890,236,331,111,1,1,0,0.06926723602934667,0.002372578766752658,0.003327642253369194,0.001115916284362479,1.0053299859121434e-05,0.7129909365558912,9,0,19,0,114,0.125,0
24839,383,269,4876,0,1,0,0.27908764901604877,0.004303336268494975,0.0030224476663841993,0.05478607740256266,0.0,1.4237918215613383,11,2,5,0,42,0.09999999999999999,0
22456,445,354,3265,2,1,0,0.2115635611139341,0.004192455677578406,0.003335122044635406,0.03076037705009774,1.8842497427318675e-05,1.2570621468926553,13,0,1,0,32,0.08333333333333334,0
1754,137,534,2141,1,1,0,0.02277692640650776,0.0017790415722300818,0.006934366420225282,0.027802394205435073,1.2985704906788917e-05,0.2565543071161049,11,3,14,0,39,0.09999999999999999,0
3291,665,96,10758,2,0,0,0.035979477922396697,0.007270237866421696,0.0010495380980097486,0.11761386310821745,2.1865377041869763e-05,6.927083333333333,15,0,15,0,8,0.07142857142857144,0
4789,439,287,7911,1,1,0,0.05195565608078762,0.004762692215382286,0.0031136507193957083,0.08582610049177508,1.0848957210438009e-05,1.529616724738676,13,2,6,0,102,0.08333333333333334,0
633,70,174,138,1,0,0,0.006167816110346507,0.0006820649727081444,0.001695418646445959,0.0013446423747674847,9.743785324402064e-06,0.40229885057471265,11,6,15,0,23,0.09999999999999999,0
65562,837,834,2103,6,1,0,0.5370602048364267,0.006856401443642492,0.0068318265280738815,0.01722701581359637,4.914983113722217e-05,1.0035971223021583,12,0,18,0,125,0.09090909090909091,0
216,150,125,351,0,1,0,0.002835938754809899,0.00196940191306243,0.0016411682608853584,0.004608400476566086,0.0,1.2,13,0,5,0,0,0.08333333333333334,0
2300,128,170,1773,1,1,0,0.025409687090290855,0.0014141043250248822,0.0018781073066736719,0.019587554439602473,1.1047690039256892e-05,0.7529411764705882,10,0,10,0,19,0.11111111111111112,0
8337,60,250,2628,1,1,0,0.0833059550759539,0.0005995390793519532,0.002498079497299805,0.02625981167561555,9.99231798919922e-06,0.24,12,0,13,0,45,0.09090909090909091,0
22017,466,386,4278,2,0,0,0.2835153463449693,0.006000733587534891,0.004970564731305725,0.055088279586854645,2.5754221405729147e-05,1.2072538860103628,11,0,9,0,57,0.09999999999999999,0
95364,8304,100,34966,146,1,0,1.1202734096985973,0.09754991814665023,0.0011747340817274835,0.4107575190168319,0.0017151117593221259,83.04,8,0,3,0,84,0.14285714285714288,0
31522,177,127,2957,3,1,0,0.4338132833745724,0.0024359162222352426,0.001747804295050146,0.040694939373726625,4.128671563110581e-05,1.3937007874015748,9,0,20,0,14,0.125,0
11604,400,288,2747,2,1,0,0.11132763125136613,0.0038375605395162406,0.002763043588451693,0.02635444700512778,1.9187802697581202e-05,1.3888888888888888,9,0,18,0,29,0.125,0
138,41,42,20,2,1,0,0.0016546864106460446,0.0004916097306991872,0.0005036002119357527,0.00023980962473131083,2.3980962473131082e-05,0.9761904761904762,11,0,11,0,94,0.09999999999999999,0
5918,268,160,3334,0,1,0,0.06393071543823342,0.002895138853911213,0.0017284411068126642,0.03601639156320889,0.0,1.675,13,0,13,0,125,0.08333333333333334,0
210,50,86,320,0,1,0,0.0025767649991547802,0.0006135154759892334,0.0010552466187014815,0.0039264990463310934,0.0,0.5813953488372093,10,0,13,0,12,0.11111111111111112,0
4264,134,240,4740,0,1,0,0.04721612593845949,0.001483808835777104,0.0026575680640783953,0.05248696926554831,0.0,0.5583333333333333,13,2,9,0,0,0.08333333333333334,0
1984,88,124,856,3,1,0,0.0219469265952524,0.00097345238930555,0.001371682912203275,0.009469036877790351,3.318587690814375e-05,0.7096774193548387,15,3,11,0,146,0.07534043403440333,0
1528,41,171,43,2,1,0,0.013036946464064222,0.0003498133540750216,0.0014589776474836268,0.00036687742012746173,1.706406605244008e-05,0.23976608187134502,11,0,12,0,149,0.09999999999999999,0
21581,654,544,12277,0,1,0,0.2719537113161907,0.008241403419711262,0.006855234648811814,0.15470903636665928,0.0,1.2022058823529411,9,4,5,0,24,0.13801118920922656,0
3405,168,346,1135,0,1,0,0.03492986456202901,0.0017234118198005501,0.0035494076764939902,0.011643288187343002,0.0,0.48554913294797686,11,4,15,0,17,0.09999999999999999,0
32808,1835,258,6952,3,1,0,0.3309496979256834,0.018510506452500276,0.0026025671197520825,0.07012808766091658,3.026240836921026e-05,7.112403100775194,15,0,4,0,19,0.07142857142857144,0
114851,4382,864,21076,51,0,0,1.0444065755281629,0.039848060652187704,0.007856851757984978,0.19165625885566134,0.00046377249960328,5.0717592592592595,10,0,6,0,13,0.11111111111111112,0
4231,692,2001,381,8,1,0,0.03177945818811241,0.005197680233082909,0.015029708304044655,0.0028617285676366885,6.008878882176774e-05,0.3458270864567716,6,0,12,0,72,0.2,0
14213,638,337,4738,4,1,0,0.16094355345888556,0.007224511862855765,0.0038160822849253803,0.053651625715063656,4.529474522166624e-05,1.8931750741839763,11,2,13,0,69,0.09999999999999999,0
6903,167,186,1255,1,1,0,0.06597185907896098,0.0015960162923636802,0.0017775989843092485,0.011994014652194122,9.556983786608863e-06,0.8978494623655914,13,0,10,0,26,0.12383285742807905,0
